,bulan,data,rata2
0,1983-01-01,54598.367107269994,29.67302560177717
1,1983-02-01,54663.2522089,29.70828924396739
2,1983-03-01,55475.81293274,30.14989833301087
3,1983-04-01,55155.62902444,29.975885339369565
4,1983-05-01,53593.97639465,29.127161084048915
5,1983-06-01,54098.89879407,29.401575431559785
6,1983-07-01,53635.08598525,29.14950325285326
7,1983-08-01,55666.25231343,30.253397996429346
8,1983-09-01,57049.08714309,31.004938664722825
9,1983-10-01,56706.583045989995,30.818795133690216
10,1983-11-01,53979.71338482,29.336800752619567
11,1983-12-01,53316.347286129996,28.976275698983695
12,1984-01-01,52519.88663661,28.54341665033152
13,1984-02-01,52645.72300153,28.61180597909239
14,1984-03-01,54093.537815120006,29.398661856043482
15,1984-04-01,54847.195714960006,29.808258540739132
16,1984-05-01,54317.64044201,29.520456761961956
17,1984-06-01,54056.98399921,29.378795651744568
18,1984-07-01,53704.38418953,29.18716532039674
19,1984-08-01,55557.31491278,30.194192887380435
20,1984-09-01,53861.32503316,29.272459257152175
21,1984-10-01,56560.41695386,30.739357040141307
22,1984-11-01,55243.01583296,30.023378170086957
23,1984-12-01,52933.28929131,28.76809200614674
24,1985-01-01,54949.71896358,29.86397769759783
25,1985-02-01,54113.68103982999,29.40960926077717
26,1985-03-01,54578.64890103,29.66230918534239
27,1985-04-01,54896.67609596001,29.835150052152176
28,1985-05-01,55239.89666934001,30.021682972467396
29,1985-06-01,54095.03090301,29.399473316853264
30,1985-07-01,53394.43711664,29.01871582426087
31,1985-08-01,55675.02798071,30.25816738082065
32,1985-09-01,56186.788524640004,30.536298111217395
33,1985-10-01,57264.28949559,31.121896464994563
34,1985-11-01,54679.3079719,29.717015202119565
35,1985-12-01,53356.36772917,28.998025939766304
36,1986-01-01,52549.38229935,28.559446901820653
37,1986-02-01,53563.37670144,29.110530816
38,1986-03-01,53665.61438758,29.166094775858696
39,1986-04-01,55086.18542866,29.938144254706522
40,1986-05-01,55718.03488939,30.281540700755436
41,1986-06-01,53928.44144638,29.30893556868478
42,1986-07-01,53737.26629634,29.205036030619564
43,1986-08-01,54491.10969349,29.61473352907065
44,1986-09-01,55740.14603249999,30.29355762635869
45,1986-10-01,56339.835258470004,30.61947568395109
46,1986-11-01,54147.09362778,29.42776827596739
47,1986-12-01,54996.54179005,29.88942488589674
48,1987-01-01,53144.93528583,28.883117003168476
49,1987-02-01,54060.01276747,29.380441721451085
50,1987-03-01,55240.08666609,30.02178623157065
51,1987-04-01,56346.490592949995,30.623092713559778
52,1987-05-01,55445.04527864,30.133176781869565
53,1987-06-01,55149.13931656,29.972358324217392
54,1987-07-01,54363.19076138,29.545212370315216
55,1987-08-01,55796.66621401,30.324275116309785
56,1987-09-01,56827.386474490006,30.884449170918483
57,1987-10-01,58114.418697350004,31.583923205081522
58,1987-11-01,56057.917221209995,30.46625935935326
59,1987-12-01,53380.62587168,29.011209712869565
60,1988-01-01,54036.87789723,29.367868422407607
61,1988-02-01,54824.10947984,29.795711673826087
62,1988-03-01,55805.78849215,30.32923287616848
63,1988-04-01,55891.68038944001,30.37591325513044
64,1988-05-01,55401.78835486,30.109667584163045
65,1988-06-01,55081.33127408,29.935506127217394
66,1988-07-01,54139.05232053,29.423398000288042
67,1988-08-01,55210.92649828,30.00593831428261
68,1988-09-01,56690.18353454,30.809882355728263
69,1988-10-01,57002.95321471999,30.979865877565214
70,1988-11-01,53677.430332029995,29.172516484798912
71,1988-12-01,53233.18476876,28.931078678673913
72,1989-01-01,54210.20950123,29.46207038110326
73,1989-02-01,53041.716253139995,28.827019702793475
74,1989-03-01,53950.381835880005,29.320859693413045
75,1989-04-01,55268.592460730004,30.037278511266308
76,1989-05-01,55007.49371522,29.895377019141304
77,1989-06-01,54626.16992575,29.688135829211955
78,1989-07-01,53898.23581304,29.2925194636087
79,1989-08-01,54877.27880504,29.82460804621739
80,1989-09-01,56644.24573327,30.78491615938587
81,1989-10-01,56801.46308139,30.870360370320654
82,1989-11-01,55581.54537574,30.20736161725
83,1989-12-01,54355.009304110004,29.54076592614674
84,1990-01-01,53615.61183353,29.138919474744565
85,1990-02-01,55644.80333707,30.24174094405978
86,1990-03-01,54673.51766387,29.71386829558152
87,1990-04-01,56138.08117864,30.50982672752174
88,1990-05-01,54454.88371653,29.59504549811413
89,1990-06-01,54578.14398756,29.662034775847825
90,1990-07-01,54007.38153442,29.35183779044565
91,1990-08-01,55386.74357211,30.10149107179891
92,1990-09-01,56127.58082231,30.504120012125
93,1990-10-01,57811.91423645,31.419518606766303
94,1990-11-01,56660.85716025,30.79394410883152
95,1990-12-01,53596.254728219996,29.128399308815215
96,1991-01-01,53756.48477733,29.215480857244565
97,1991-02-01,53840.282590639996,29.261023147086956
98,1991-03-01,55288.71203801,30.048213064135872
99,1991-04-01,54949.33422088,29.86376859830435
100,1991-05-01,55037.422605529995,29.911642720396735
101,1991-06-01,54645.68127058,29.69873982096739
102,1991-07-01,54022.64896398,29.36013530651087
103,1991-08-01,55304.73319629,30.056920215374998
104,1991-09-01,55909.244420999996,30.38545892445652
105,1991-10-01,57649.383665040004,31.33118677447826
106,1991-11-01,54917.68648325,29.84656874089674
107,1991-12-01,53664.69622411,29.165595773972825
108,1992-01-01,55471.725276929996,30.147676780940216
109,1992-02-01,54364.37183752,29.545854259521736
110,1992-03-01,54884.03640926,29.82828065720652
111,1992-04-01,55172.75639917,29.985193695201087
112,1992-05-01,54832.39723597,29.800215889114128
113,1992-06-01,54776.43463879,29.769801434125
114,1992-07-01,53215.03470427,28.92121451319022
115,1992-08-01,55494.985099590005,30.16031798890761
116,1992-09-01,55697.84710693,30.27056907985326
117,1992-10-01,56126.24857352,30.503395963869565
118,1992-11-01,53954.895332169996,29.32331268052717
119,1992-12-01,52758.10852806999,28.672885069603257
120,1993-01-01,53809.21505358,29.24413861607609
121,1993-02-01,54601.09540559,29.67450837260326
122,1993-03-01,54880.5826471,29.826403612554344
123,1993-04-01,55317.48532467,30.06385071992935
124,1993-05-01,54521.38763241,29.631188930657608
125,1993-06-01,54028.39149284,29.363256246108694
126,1993-07-01,53564.14219844,29.110946846978262
127,1993-08-01,54810.46025089,29.78829361461413
128,1993-09-01,55943.66382023,30.40416511969022
129,1993-10-01,56894.286960800004,30.920808130869567
130,1993-11-01,56517.20793907,30.715873879929347
131,1993-12-01,54944.80895807,29.86130921634239
132,1994-01-01,53448.802477089994,29.04826221580978
133,1994-02-01,53885.3570271,29.28552012342391
134,1994-03-01,53321.80509765,28.97924190089674
135,1994-04-01,54915.72228065001,29.8455012394837
136,1994-05-01,54712.61488906,29.73511678753261
137,1994-06-01,53751.31668284,29.21267211023913
138,1994-07-01,53419.98690239,29.032601577385872
139,1994-08-01,54897.96987339,29.835853192059783
140,1994-09-01,56003.32386971,30.436589059625
141,1994-10-01,57749.244579210004,31.38545901044022
142,1994-11-01,57259.65588953,31.11937820083152
143,1994-12-01,54391.651313619994,29.560680061749995
144,1995-01-01,53373.159198609996,29.007151738374997
145,1995-02-01,53564.43353835,29.11110518388587
146,1995-03-01,54114.33079141,29.40996238663587
147,1995-04-01,55554.93627169,30.192900147657607
148,1995-05-01,54955.96236985,29.86737085317935
149,1995-06-01,54194.07456182,29.45330139229348
150,1995-07-01,53728.54078879,29.20029390695109
151,1995-08-01,55525.036525710006,30.17665028571196
152,1995-09-01,56676.219928759994,30.802293439543476
153,1995-10-01,57812.120079090004,31.419630477766308
154,1995-11-01,54333.72794924,29.529199972413043
155,1995-12-01,53250.51459693,28.940497063548914
156,1996-01-01,53722.22103321001,29.19685925717935
157,1996-02-01,54000.6319141,29.348169518532607
158,1996-03-01,55277.08489036,30.041893962152173
159,1996-04-01,56017.49177937,30.444289010527175
160,1996-05-01,55728.49591268999,30.28722603950543
161,1996-06-01,55059.84514633,29.923828883875
162,1996-07-01,54765.985694840005,29.76412266023913
163,1996-08-01,56107.487146440006,30.493199536108698
164,1996-09-01,57073.34061216,31.018119897913042
165,1996-10-01,57626.81350316999,31.318920382157604
166,1996-11-01,55257.53545934,30.031269271380435
167,1996-12-01,53655.7866651,29.160753622336955
168,1997-01-01,53395.27698521,29.019172274570654
169,1997-02-01,53501.01689543,29.076639617081522
170,1997-03-01,55717.442049000005,30.281218504891307
171,1997-04-01,55385.69747916,30.10092254302174
172,1997-05-01,55477.21967505,30.150662866875
173,1997-06-01,54818.421794990005,29.792620540755436
174,1997-07-01,54405.16999255,29.56802716986413
175,1997-08-01,55371.96907037,30.093461451288047
176,1997-09-01,56534.61868853,30.725336243766304
177,1997-10-01,58496.26424998,31.79144796194565
178,1997-11-01,57974.99318138,31.508148468141304
179,1997-12-01,55825.887475819996,30.340156236858693
180,1998-01-01,56381.08717909,30.641895206027172
181,1998-02-01,56217.180506,30.552815492391304
182,1998-03-01,55872.46962721,30.365472623483694
183,1998-04-01,56639.2184141,30.782183920706522
184,1998-05-01,55831.03136076,30.3429518265
185,1998-06-01,55874.86037635,30.36677194366848
186,1998-07-01,54641.152044439994,29.696278285021737
187,1998-08-01,56948.443527309995,30.950241047451083
188,1998-09-01,56558.11179718,30.738104237597824
189,1998-10-01,56618.17228127,30.770745805038047
190,1998-11-01,53557.74193195,29.107468441277174
191,1998-12-01,53120.27374659,28.869713992711954
192,1999-01-01,53104.65382207,28.861224903298915
193,1999-02-01,54057.86847098,29.379276342923912
194,1999-03-01,54175.360321169996,29.44313060933152
195,1999-04-01,54833.36078448,29.80073955678261
196,1999-05-01,54627.11978908,29.68865205928261
197,1999-06-01,54800.42360881,29.782838917831523
198,1999-07-01,53511.6943817,29.08244259875
199,1999-08-01,55748.48307031,30.29808862516848
200,1999-09-01,56848.654422880005,30.89600783852174
201,1999-10-01,56844.139972670004,30.89355433297283
202,1999-11-01,54035.189265990004,29.366950688038045
203,1999-12-01,52920.729637180004,28.761266107163046
204,2000-01-01,53019.735246740005,28.815073503663047
205,2000-02-01,53089.27449608,28.852866573956522
206,2000-03-01,53990.65182095,29.34274555486413
207,2000-04-01,54565.71930890001,29.65528223309783
208,2000-05-01,54390.69970874,29.560162885184784
209,2000-06-01,53545.36041662,29.100739356858696
210,2000-07-01,54217.52827463,29.46604797534239
211,2000-08-01,55287.34268756,30.04746885193478
212,2000-09-01,57197.292882940004,31.085485262467394
213,2000-10-01,56796.062173930004,30.867425094527174
